temperature	xi	si_iii	wavelength	opacity
89.6233673096	7.91967868805	si_iii	1206.5	0.0	
89.6233673096	7.95983934402	si_iii	1206.5	0.0	
89.6233673096	8.0	si_iii	1206.5	0.0	
94.0343551636	-2.0	si_iii	1206.5	1.02788e-19	
94.0343551636	-1.95983934402	si_iii	1206.5	1.02741e-19	
94.0343551636	-1.91967868805	si_iii	1206.5	1.02689e-19	
94.0343551636	-1.87951803207	si_iii	1206.5	1.02632e-19	
94.0343551636	-1.8393573761	si_iii	1206.5	1.02569e-19	
94.0343551636	-1.79919683933	si_iii	1206.5	1.02498e-19	
94.0343551636	-1.75903618336	si_iii	1206.5	1.02423e-19	
94.0343551636	-1.71887552738	si_iii	1206.5	1.02341e-19	
94.0343551636	-1.67871487141	si_iii	1206.5	1.02251e-19	
94.0343551636	-1.63855421543	si_iii	1206.5	1.02152e-19	
94.0343551636	-1.59839355946	si_iii	1206.5	1.02043e-19	
94.0343551636	-1.55823290348	si_iii	1206.5	1.01924e-19	
94.0343551636	-1.51807224751	si_iii	1206.5	1.01794e-19	
94.0343551636	-1.47791159153	si_iii	1206.5	1.01652e-19	
94.0343551636	-1.43775105476	si_iii	1206.5	1.01496e-19	
94.0343551636	-1.39759039879	si_iii	1206.5	1.01325e-19	
94.0343551636	-1.35742974281	si_iii	1206.5	1.01139e-19	
94.0343551636	-1.31726908684	si_iii	1206.5	1.00934e-19	
94.0343551636	-1.27710843086	si_iii	1206.5	1.0071e-19	
94.0343551636	-1.23694777489	si_iii	1206.5	1.00465e-19	
94.0343551636	-1.19678711891	si_iii	1206.5	1.00197e-19	
94.0343551636	-1.15662646294	si_iii	1206.5	9.99045e-20	
94.0343551636	-1.11646580696	si_iii	1206.5	9.95843e-20	
94.0343551636	-1.0763052702	si_iii	1206.5	9.92337e-20	
94.0343551636	-1.03614461422	si_iii	1206.5	9.88516e-20	
94.0343551636	-0.995983958244	si_iii	1206.5	9.84342e-20	
94.0343551636	-0.955823302269	si_iii	1206.5	9.79788e-20	
94.0343551636	-0.915662646294	si_iii	1206.5	9.74819e-20	
94.0343551636	-0.875501990318	si_iii	1206.5	9.69404e-20	
94.0343551636	-0.835341393948	si_iii	1206.5	9.63499e-20	
94.0343551636	-0.795180737972	si_iii	1206.5	0.0	
94.0343551636	-0.755020081997	si_iii	1206.5	0.0	
94.0343551636	-0.714859426022	si_iii	1206.5	0.0	
94.0343551636	-0.674698770046	si_iii	1206.5	0.0	
94.0343551636	-0.634538173676	si_iii	1206.5	0.0	
94.0343551636	-0.5943775177	si_iii	1206.5	0.0	
94.0343551636	-0.554216861725	si_iii	1206.5	0.0	
94.0343551636	-0.51405620575	si_iii	1206.5	0.0	
94.0343551636	-0.473895579576	si_iii	1206.5	0.0	
94.0343551636	-0.433734953403	si_iii	1206.5	0.0	
94.0343551636	-0.393574297428	si_iii	1206.5	0.0	
94.0343551636	-0.353413641453	si_iii	1206.5	0.0	
94.0343551636	-0.31325301528	si_iii	1206.5	0.0	
94.0343551636	-0.273092359304	si_iii	1206.5	0.0	
94.0343551636	-0.232931733131	si_iii	1206.5	0.0	
94.0343551636	-0.192771077156	si_iii	1206.5	0.0	
94.0343551636	-0.152610436082	si_iii	1206.5	0.0	
94.0343551636	-0.112449802458	si_iii	1206.5	0.0	
94.0343551636	-0.0722891539335	si_iii	1206.5	0.0	
94.0343551636	-0.0321285128593	si_iii	1206.5	0.0	
94.0343551636	0.00803212821484	si_iii	1206.5	0.0	
94.0343551636	0.048192769289	si_iii	1206.5	0.0	
94.0343551636	0.0883534103632	si_iii	1206.5	0.0	
94.0343551636	0.128514051437	si_iii	1206.5	0.0	
94.0343551636	0.168674692512	si_iii	1206.5	0.0	
94.0343551636	0.208835348487	si_iii	1206.5	0.0	
94.0343551636	0.248995989561	si_iii	1206.5	0.0	
94.0343551636	0.289156615734	si_iii	1206.5	0.0	
94.0343551636	0.329317271709	si_iii	1206.5	0.0	
94.0343551636	0.369477897882	si_iii	1206.5	0.0	
94.0343551636	0.409638553858	si_iii	1206.5	0.0	
94.0343551636	0.449799209833	si_iii	1206.5	0.0	
94.0343551636	0.489959836006	si_iii	1206.5	0.0	
94.0343551636	0.530120491982	si_iii	1206.5	0.0	
94.0343551636	0.570281147957	si_iii	1206.5	0.0	
94.0343551636	0.610441744328	si_iii	1206.5	0.0	
94.0343551636	0.650602400303	si_iii	1206.5	0.0	
94.0343551636	0.690763056278	si_iii	1206.5	0.0	
94.0343551636	0.730923712254	si_iii	1206.5	0.0	
94.0343551636	0.771084308624	si_iii	1206.5	0.0	
94.0343551636	0.8112449646	si_iii	1206.5	0.0	
94.0343551636	0.851405620575	si_iii	1206.5	0.0	
94.0343551636	0.89156627655	si_iii	1206.5	0.0	
94.0343551636	0.931726932526	si_iii	1206.5	0.0	
94.0343551636	0.971887528896	si_iii	1206.5	0.0	
94.0343551636	1.01204824448	si_iii	1206.5	0.0	
94.0343551636	1.05220878124	si_iii	1206.5	0.0	
94.0343551636	1.09236943722	si_iii	1206.5	0.0	
94.0343551636	1.13253009319	si_iii	1206.5	0.0	
94.0343551636	1.17269074917	si_iii	1206.5	0.0	
94.0343551636	1.21285140514	si_iii	1206.5	0.0	
94.0343551636	1.25301206112	si_iii	1206.5	0.0	
94.0343551636	1.29317271709	si_iii	1206.5	0.0	
94.0343551636	1.33333337307	si_iii	1206.5	0.0	
94.0343551636	1.37349402905	si_iii	1206.5	0.0	
94.0343551636	1.41365456581	si_iii	1206.5	0.0	
94.0343551636	1.45381522179	si_iii	1206.5	0.0	
94.0343551636	1.49397587776	si_iii	1206.5	0.0	
94.0343551636	1.53413653374	si_iii	1206.5	0.0	
94.0343551636	1.57429718971	si_iii	1206.5	0.0	
94.0343551636	1.61445784569	si_iii	1206.5	0.0	
94.0343551636	1.65461850166	si_iii	1206.5	0.0	
94.0343551636	1.69477915764	si_iii	1206.5	0.0	
94.0343551636	1.73493981361	si_iii	1206.5	0.0	
94.0343551636	1.77510035038	si_iii	1206.5	0.0	
94.0343551636	1.81526100636	si_iii	1206.5	0.0	
94.0343551636	1.85542166233	si_iii	1206.5	0.0	
94.0343551636	1.89558231831	si_iii	1206.5	0.0	
94.0343551636	1.93574297428	si_iii	1206.5	0.0	
94.0343551636	1.97590363026	si_iii	1206.5	0.0	
94.0343551636	2.01606416702	si_iii	1206.5	0.0	
94.0343551636	2.056224823	si_iii	1206.5	0.0	
94.0343551636	2.09638547897	si_iii	1206.5	0.0	
94.0343551636	2.13654613495	si_iii	1206.5	0.0	
94.0343551636	2.17670679092	si_iii	1206.5	0.0	
94.0343551636	2.2168674469	si_iii	1206.5	0.0	
94.0343551636	2.25702810287	si_iii	1206.5	0.0	
94.0343551636	2.29718875885	si_iii	1206.5	0.0	
94.0343551636	2.33734941483	si_iii	1206.5	0.0	
94.0343551636	2.3775100708	si_iii	1206.5	0.0	
94.0343551636	2.41767072678	si_iii	1206.5	0.0	
94.0343551636	2.45783138275	si_iii	1206.5	0.0	
94.0343551636	2.49799203873	si_iii	1206.5	0.0	
94.0343551636	2.5381526947	si_iii	1206.5	0.0	
94.0343551636	2.57831335068	si_iii	1206.5	0.0	
94.0343551636	2.61847400665	si_iii	1206.5	0.0	
94.0343551636	2.65863442421	si_iii	1206.5	0.0	
94.0343551636	2.69879508018	si_iii	1206.5	0.0	
94.0343551636	2.73895573616	si_iii	1206.5	0.0	
94.0343551636	2.77911639214	si_iii	1206.5	0.0	
94.0343551636	2.81927704811	si_iii	1206.5	0.0	
94.0343551636	2.85943770409	si_iii	1206.5	0.0	
94.0343551636	2.89959836006	si_iii	1206.5	0.0	
94.0343551636	2.93975901604	si_iii	1206.5	0.0	
94.0343551636	2.97991967201	si_iii	1206.5	0.0	
94.0343551636	3.02008032799	si_iii	1206.5	0.0	
94.0343551636	3.06024098396	si_iii	1206.5	0.0	
94.0343551636	3.10040163994	si_iii	1206.5	0.0	
94.0343551636	3.14056229591	si_iii	1206.5	0.0	
94.0343551636	3.18072295189	si_iii	1206.5	0.0	
94.0343551636	3.22088360786	si_iii	1206.5	0.0	
94.0343551636	3.26104426384	si_iii	1206.5	0.0	
94.0343551636	3.30120491982	si_iii	1206.5	0.0	
94.0343551636	3.34136557579	si_iii	1206.5	0.0	
94.0343551636	3.38152599335	si_iii	1206.5	0.0	
94.0343551636	3.42168664932	si_iii	1206.5	0.0	
94.0343551636	3.4618473053	si_iii	1206.5	0.0	
94.0343551636	3.50200796127	si_iii	1206.5	0.0	
94.0343551636	3.54216861725	si_iii	1206.5	0.0	
94.0343551636	3.58232927322	si_iii	1206.5	0.0	
94.0343551636	3.6224899292	si_iii	1206.5	0.0	
94.0343551636	3.66265058517	si_iii	1206.5	0.0	
94.0343551636	3.70281124115	si_iii	1206.5	0.0	
94.0343551636	3.74297189713	si_iii	1206.5	0.0	
94.0343551636	3.7831325531	si_iii	1206.5	0.0	
94.0343551636	3.82329320908	si_iii	1206.5	0.0	
94.0343551636	3.86345386505	si_iii	1206.5	0.0	
94.0343551636	3.90361452103	si_iii	1206.5	0.0	
94.0343551636	3.943775177	si_iii	1206.5	0.0	
94.0343551636	3.98393583298	si_iii	1206.5	0.0	
94.0343551636	4.02409648895	si_iii	1206.5	0.0	
94.0343551636	4.06425714493	si_iii	1206.5	0.0	
94.0343551636	4.1044178009	si_iii	1206.5	0.0	
94.0343551636	4.14457845688	si_iii	1206.5	0.0	
94.0343551636	4.18473911285	si_iii	1206.5	0.0	
94.0343551636	4.22489976883	si_iii	1206.5	0.0	
94.0343551636	4.2650604248	si_iii	1206.5	0.0	
94.0343551636	4.30522108078	si_iii	1206.5	0.0	
94.0343551636	4.34538173676	si_iii	1206.5	0.0	
94.0343551636	4.38554239273	si_iii	1206.5	0.0	
94.0343551636	4.42570304871	si_iii	1206.5	0.0	
94.0343551636	4.46586322784	si_iii	1206.5	0.0	
94.0343551636	4.50602388382	si_iii	1206.5	0.0	
94.0343551636	4.54618453979	si_iii	1206.5	0.0	
94.0343551636	4.58634519577	si_iii	1206.5	0.0	
94.0343551636	4.62650585175	si_iii	1206.5	0.0	
94.0343551636	4.66666650772	si_iii	1206.5	0.0	
94.0343551636	4.7068271637	si_iii	1206.5	0.0	
94.0343551636	4.74698781967	si_iii	1206.5	0.0	
94.0343551636	4.78714847565	si_iii	1206.5	0.0	
94.0343551636	4.82730913162	si_iii	1206.5	0.0	
94.0343551636	4.8674697876	si_iii	1206.5	0.0	
94.0343551636	4.90763044357	si_iii	1206.5	0.0	
94.0343551636	4.94779109955	si_iii	1206.5	0.0	
94.0343551636	4.98795175552	si_iii	1206.5	0.0	
94.0343551636	5.0281124115	si_iii	1206.5	0.0	
94.0343551636	5.06827306747	si_iii	1206.5	0.0	
94.0343551636	5.10843372345	si_iii	1206.5	0.0	
94.0343551636	5.14859437943	si_iii	1206.5	0.0	
94.0343551636	5.1887550354	si_iii	1206.5	0.0	
94.0343551636	5.22891569138	si_iii	1206.5	0.0	
94.0343551636	5.26907634735	si_iii	1206.5	0.0	
94.0343551636	5.30923700333	si_iii	1206.5	0.0	
94.0343551636	5.3493976593	si_iii	1206.5	0.0	
94.0343551636	5.38955831528	si_iii	1206.5	0.0	
94.0343551636	5.42971897125	si_iii	1206.5	0.0	
94.0343551636	5.46987962723	si_iii	1206.5	0.0	
94.0343551636	5.5100402832	si_iii	1206.5	0.0	
94.0343551636	5.55020093918	si_iii	1206.5	0.0	
94.0343551636	5.59036159515	si_iii	1206.5	0.0	
94.0343551636	5.63052225113	si_iii	1206.5	0.0	
94.0343551636	5.6706829071	si_iii	1206.5	0.0	
94.0343551636	5.71084356308	si_iii	1206.5	0.0	
94.0343551636	5.75100421906	si_iii	1206.5	0.0	
94.0343551636	5.79116487503	si_iii	1206.5	0.0	
94.0343551636	5.83132553101	si_iii	1206.5	0.0	
94.0343551636	5.87148571014	si_iii	1206.5	0.0	
94.0343551636	5.91164636612	si_iii	1206.5	0.0	
94.0343551636	5.95180702209	si_iii	1206.5	0.0	
94.0343551636	5.99196767807	si_iii	1206.5	0.0	
94.0343551636	6.03212833405	si_iii	1206.5	0.0	
94.0343551636	6.07228899002	si_iii	1206.5	0.0	
94.0343551636	6.112449646	si_iii	1206.5	0.0	
94.0343551636	6.15261030197	si_iii	1206.5	0.0	
94.0343551636	6.19277095795	si_iii	1206.5	0.0	
94.0343551636	6.23293161392	si_iii	1206.5	0.0	
94.0343551636	6.2730922699	si_iii	1206.5	0.0	
94.0343551636	6.31325292587	si_iii	1206.5	0.0	
94.0343551636	6.35341358185	si_iii	1206.5	0.0	
94.0343551636	6.39357423782	si_iii	1206.5	0.0	
94.0343551636	6.4337348938	si_iii	1206.5	0.0	
94.0343551636	6.47389554977	si_iii	1206.5	0.0	
94.0343551636	6.51405620575	si_iii	1206.5	0.0	
94.0343551636	6.55421686172	si_iii	1206.5	0.0	
94.0343551636	6.5943775177	si_iii	1206.5	0.0	
94.0343551636	6.63453817368	si_iii	1206.5	0.0	
94.0343551636	6.67469882965	si_iii	1206.5	0.0	
94.0343551636	6.71485948563	si_iii	1206.5	0.0	
94.0343551636	6.7550201416	si_iii	1206.5	0.0	
94.0343551636	6.79518079758	si_iii	1206.5	0.0	
94.0343551636	6.83534145355	si_iii	1206.5	0.0	
94.0343551636	6.87550210953	si_iii	1206.5	0.0	
94.0343551636	6.9156627655	si_iii	1206.5	0.0	
94.0343551636	6.95582342148	si_iii	1206.5	0.0	
94.0343551636	6.99598407745	si_iii	1206.5	0.0	
94.0343551636	7.03614473343	si_iii	1206.5	0.0	
94.0343551636	7.0763053894	si_iii	1206.5	0.0	
94.0343551636	7.11646604538	si_iii	1206.5	0.0	
94.0343551636	7.15662670135	si_iii	1206.5	0.0	
94.0343551636	7.19678735733	si_iii	1206.5	0.0	
94.0343551636	7.23694801331	si_iii	1206.5	0.0	
94.0343551636	7.27710866928	si_iii	1206.5	0.0	
94.0343551636	7.31726884842	si_iii	1206.5	0.0	
94.0343551636	7.35742950439	si_iii	1206.5	0.0	
94.0343551636	7.39759016037	si_iii	1206.5	0.0	
94.0343551636	7.43775081635	si_iii	1206.5	0.0	
94.0343551636	7.47791147232	si_iii	1206.5	0.0	
94.0343551636	7.5180721283	si_iii	1206.5	0.0	
94.0343551636	7.55823278427	si_iii	1206.5	0.0	
94.0343551636	7.59839344025	si_iii	1206.5	0.0	
94.0343551636	7.63855409622	si_iii	1206.5	0.0	
94.0343551636	7.6787147522	si_iii	1206.5	0.0	
94.0343551636	7.71887540817	si_iii	1206.5	0.0	
94.0343551636	7.75903606415	si_iii	1206.5	0.0	
94.0343551636	7.79919672012	si_iii	1206.5	0.0	
94.0343551636	7.8393573761	si_iii	1206.5	0.0	
94.0343551636	7.87951803207	si_iii	1206.5	0.0	
94.0343551636	7.91967868805	si_iii	1206.5	0.0	
94.0343551636	7.95983934402	si_iii	1206.5	0.0	
94.0343551636	8.0	si_iii	1206.5	0.0	
98.662437439	-2.0	si_iii	1206.5	0.0	
98.662437439	-1.95983934402	si_iii	1206.5	0.0	
98.662437439	-1.91967868805	si_iii	1206.5	0.0	
98.662437439	-1.87951803207	si_iii	1206.5	0.0	
98.662437439	-1.8393573761	si_iii	1206.5	0.0	
98.662437439	-1.79919683933	si_iii	1206.5	0.0	
98.662437439	-1.75903618336	si_iii	1206.5	0.0	
98.662437439	-1.71887552738	si_iii	1206.5	0.0	
98.662437439	-1.67871487141	si_iii	1206.5	0.0	
98.662437439	-1.63855421543	si_iii	1206.5	0.0	
98.662437439	-1.59839355946	si_iii	1206.5	0.0	
98.662437439	-1.55823290348	si_iii	1206.5	0.0	
98.662437439	-1.51807224751	si_iii	1206.5	0.0	
98.662437439	-1.47791159153	si_iii	1206.5	0.0	
98.662437439	-1.43775105476	si_iii	1206.5	0.0	
98.662437439	-1.39759039879	si_iii	1206.5	0.0	
98.662437439	-1.35742974281	si_iii	1206.5	0.0	
98.662437439	-1.31726908684	si_iii	1206.5	0.0	
98.662437439	-1.27710843086	si_iii	1206.5	0.0	
98.662437439	-1.23694777489	si_iii	1206.5	0.0	
98.662437439	-1.19678711891	si_iii	1206.5	0.0	
98.662437439	-1.15662646294	si_iii	1206.5	0.0	
98.662437439	-1.11646580696	si_iii	1206.5	0.0	
98.662437439	-1.0763052702	si_iii	1206.5	0.0	
98.662437439	-1.03614461422	si_iii	1206.5	0.0	
98.662437439	-0.995983958244	si_iii	1206.5	0.0	
98.662437439	-0.955823302269	si_iii	1206.5	0.0	
98.662437439	-0.915662646294	si_iii	1206.5	0.0	
98.662437439	-0.875501990318	si_iii	1206.5	0.0	
98.662437439	-0.835341393948	si_iii	1206.5	0.0	
98.662437439	-0.795180737972	si_iii	1206.5	0.0	
98.662437439	-0.755020081997	si_iii	1206.5	0.0	
98.662437439	-0.714859426022	si_iii	1206.5	0.0	
98.662437439	-0.674698770046	si_iii	1206.5	0.0	
98.662437439	-0.634538173676	si_iii	1206.5	0.0	
98.662437439	-0.5943775177	si_iii	1206.5	0.0	
98.662437439	-0.554216861725	si_iii	1206.5	0.0	
98.662437439	-0.51405620575	si_iii	1206.5	0.0	
98.662437439	-0.473895579576	si_iii	1206.5	0.0	
98.662437439	-0.433734953403	si_iii	1206.5	0.0	
98.662437439	-0.393574297428	si_iii	1206.5	0.0	
98.662437439	-0.353413641453	si_iii	1206.5	0.0	
98.662437439	-0.31325301528	si_iii	1206.5	0.0	
98.662437439	-0.273092359304	si_iii	1206.5	0.0	
98.662437439	-0.232931733131	si_iii	1206.5	0.0	
98.662437439	-0.192771077156	si_iii	1206.5	0.0	
98.662437439	-0.152610436082	si_iii	1206.5	0.0	
98.662437439	-0.112449802458	si_iii	1206.5	0.0	
98.662437439	-0.0722891539335	si_iii	1206.5	0.0	
98.662437439	-0.0321285128593	si_iii	1206.5	0.0	
98.662437439	0.00803212821484	si_iii	1206.5	0.0	
98.662437439	0.048192769289	si_iii	1206.5	0.0	
98.662437439	0.0883534103632	si_iii	1206.5	0.0	
98.662437439	0.128514051437	si_iii	1206.5	0.0	
98.662437439	0.168674692512	si_iii	1206.5	0.0	
98.662437439	0.208835348487	si_iii	1206.5	0.0	
98.662437439	0.248995989561	si_iii	1206.5	0.0	
98.662437439	0.289156615734	si_iii	1206.5	0.0	
98.662437439	0.329317271709	si_iii	1206.5	0.0	
98.662437439	0.369477897882	si_iii	1206.5	0.0	
98.662437439	0.409638553858	si_iii	1206.5	0.0	
98.662437439	0.449799209833	si_iii	1206.5	0.0	
98.662437439	0.489959836006	si_iii	1206.5	0.0	
98.662437439	0.530120491982	si_iii	1206.5	0.0	
98.662437439	0.570281147957	si_iii	1206.5	0.0	
98.662437439	0.610441744328	si_iii	1206.5	0.0	
98.662437439	0.650602400303	si_iii	1206.5	0.0	
98.662437439	0.690763056278	si_iii	1206.5	0.0	
98.662437439	0.730923712254	si_iii	1206.5	0.0	
98.662437439	0.771084308624	si_iii	1206.5	0.0	
98.662437439	0.8112449646	si_iii	1206.5	0.0	
98.662437439	0.851405620575	si_iii	1206.5	0.0	
98.662437439	0.89156627655	si_iii	1206.5	0.0	
98.662437439	0.931726932526	si_iii	1206.5	0.0	
98.662437439	0.971887528896	si_iii	1206.5	0.0	
98.662437439	1.01204824448	si_iii	1206.5	0.0	
98.662437439	1.05220878124	si_iii	1206.5	0.0	
98.662437439	1.09236943722	si_iii	1206.5	0.0	
98.662437439	1.13253009319	si_iii	1206.5	0.0	
98.662437439	1.17269074917	si_iii	1206.5	0.0	
98.662437439	1.21285140514	si_iii	1206.5	0.0	
98.662437439	1.25301206112	si_iii	1206.5	0.0	
98.662437439	1.29317271709	si_iii	1206.5	0.0	
98.662437439	1.33333337307	si_iii	1206.5	0.0	
98.662437439	1.37349402905	si_iii	1206.5	0.0	
98.662437439	1.41365456581	si_iii	1206.5	0.0	
98.662437439	1.45381522179	si_iii	1206.5	0.0	
98.662437439	1.49397587776	si_iii	1206.5	0.0	
98.662437439	1.53413653374	si_iii	1206.5	0.0	
98.662437439	1.57429718971	si_iii	1206.5	0.0	
98.662437439	1.61445784569	si_iii	1206.5	0.0	
98.662437439	1.65461850166	si_iii	1206.5	0.0	
98.662437439	1.69477915764	si_iii	1206.5	0.0	
98.662437439	1.73493981361	si_iii	1206.5	0.0	
98.662437439	1.77510035038	si_iii	1206.5	0.0	
98.662437439	1.81526100636	si_iii	1206.5	0.0	
98.662437439	1.85542166233	si_iii	1206.5	0.0	
98.662437439	1.89558231831	si_iii	1206.5	0.0	
98.662437439	1.93574297428	si_iii	1206.5	0.0	
98.662437439	1.97590363026	si_iii	1206.5	0.0	
98.662437439	2.01606416702	si_iii	1206.5	0.0	
98.662437439	2.056224823	si_iii	1206.5	0.0	
98.662437439	2.09638547897	si_iii	1206.5	0.0	
98.662437439	2.13654613495	si_iii	1206.5	0.0	
98.662437439	2.17670679092	si_iii	1206.5	0.0	
98.662437439	2.2168674469	si_iii	1206.5	0.0	
98.662437439	2.25702810287	si_iii	1206.5	0.0	
98.662437439	2.29718875885	si_iii	1206.5	0.0	
98.662437439	2.33734941483	si_iii	1206.5	0.0	
98.662437439	2.3775100708	si_iii	1206.5	0.0	
98.662437439	2.41767072678	si_iii	1206.5	0.0	
98.662437439	2.45783138275	si_iii	1206.5	0.0	
98.662437439	2.49799203873	si_iii	1206.5	0.0	
98.662437439	2.5381526947	si_iii	1206.5	0.0	
98.662437439	2.57831335068	si_iii	1206.5	0.0	
98.662437439	2.61847400665	si_iii	1206.5	0.0	
98.662437439	2.65863442421	si_iii	1206.5	0.0	
98.662437439	2.69879508018	si_iii	1206.5	0.0	
98.662437439	2.73895573616	si_iii	1206.5	0.0	
98.662437439	2.77911639214	si_iii	1206.5	0.0	
98.662437439	2.81927704811	si_iii	1206.5	0.0	
98.662437439	2.85943770409	si_iii	1206.5	0.0	
98.662437439	2.89959836006	si_iii	1206.5	0.0	
98.662437439	2.93975901604	si_iii	1206.5	0.0	
98.662437439	2.97991967201	si_iii	1206.5	0.0	
98.662437439	3.02008032799	si_iii	1206.5	0.0	
98.662437439	3.06024098396	si_iii	1206.5	0.0	
98.662437439	3.10040163994	si_iii	1206.5	0.0	
98.662437439	3.14056229591	si_iii	1206.5	0.0	
98.662437439	3.18072295189	si_iii	1206.5	0.0	
98.662437439	3.22088360786	si_iii	1206.5	0.0	
98.662437439	3.26104426384	si_iii	1206.5	0.0	
98.662437439	3.30120491982	si_iii	1206.5	0.0	
98.662437439	3.34136557579	si_iii	1206.5	0.0	
98.662437439	3.38152599335	si_iii	1206.5	0.0	
98.662437439	3.42168664932	si_iii	1206.5	0.0	
98.662437439	3.4618473053	si_iii	1206.5	0.0	
98.662437439	3.50200796127	si_iii	1206.5	0.0	
98.662437439	3.54216861725	si_iii	1206.5	0.0	
98.662437439	3.58232927322	si_iii	1206.5	0.0	
98.662437439	3.6224899292	si_iii	1206.5	0.0	
98.662437439	3.66265058517	si_iii	1206.5	0.0	
98.662437439	3.70281124115	si_iii	1206.5	0.0	
98.662437439	3.74297189713	si_iii	1206.5	0.0	
98.662437439	3.7831325531	si_iii	1206.5	0.0	
98.662437439	3.82329320908	si_iii	1206.5	0.0	
98.662437439	3.86345386505	si_iii	1206.5	0.0	
98.662437439	3.90361452103	si_iii	1206.5	0.0	
98.662437439	3.943775177	si_iii	1206.5	0.0	
98.662437439	3.98393583298	si_iii	1206.5	0.0	
98.662437439	4.02409648895	si_iii	1206.5	0.0	
98.662437439	4.06425714493	si_iii	1206.5	0.0	
98.662437439	4.1044178009	si_iii	1206.5	0.0	
98.662437439	4.14457845688	si_iii	1206.5	0.0	
98.662437439	4.18473911285	si_iii	1206.5	0.0	
98.662437439	4.22489976883	si_iii	1206.5	0.0	
98.662437439	4.2650604248	si_iii	1206.5	0.0	
98.662437439	4.30522108078	si_iii	1206.5	0.0	
98.662437439	4.34538173676	si_iii	1206.5	0.0	
98.662437439	4.38554239273	si_iii	1206.5	0.0	
98.662437439	4.42570304871	si_iii	1206.5	0.0	
98.662437439	4.46586322784	si_iii	1206.5	0.0	
98.662437439	4.50602388382	si_iii	1206.5	0.0	
98.662437439	4.54618453979	si_iii	1206.5	0.0	
98.662437439	4.58634519577	si_iii	1206.5	0.0	
98.662437439	4.62650585175	si_iii	1206.5	0.0	
98.662437439	4.66666650772	si_iii	1206.5	0.0	
98.662437439	4.7068271637	si_iii	1206.5	0.0	
98.662437439	4.74698781967	si_iii	1206.5	0.0	
98.662437439	4.78714847565	si_iii	1206.5	0.0	
98.662437439	4.82730913162	si_iii	1206.5	0.0	
98.662437439	4.8674697876	si_iii	1206.5	0.0	
98.662437439	4.90763044357	si_iii	1206.5	0.0	
98.662437439	4.94779109955	si_iii	1206.5	0.0	
98.662437439	4.98795175552	si_iii	1206.5	0.0	
98.662437439	5.0281124115	si_iii	1206.5	0.0	
98.662437439	5.06827306747	si_iii	1206.5	0.0	
98.662437439	5.10843372345	si_iii	1206.5	0.0	
98.662437439	5.14859437943	si_iii	1206.5	0.0	
98.662437439	5.1887550354	si_iii	1206.5	0.0	
98.662437439	5.22891569138	si_iii	1206.5	0.0	
98.662437439	5.26907634735	si_iii	1206.5	0.0	
98.662437439	5.30923700333	si_iii	1206.5	0.0	
98.662437439	5.3493976593	si_iii	1206.5	0.0	
98.662437439	5.38955831528	si_iii	1206.5	0.0	
98.662437439	5.42971897125	si_iii	1206.5	0.0	
98.662437439	5.46987962723	si_iii	1206.5	0.0	
98.662437439	5.5100402832	si_iii	1206.5	0.0	
98.662437439	5.55020093918	si_iii	1206.5	0.0	
98.662437439	5.59036159515	si_iii	1206.5	0.0	
98.662437439	5.63052225113	si_iii	1206.5	0.0	
98.662437439	5.6706829071	si_iii	1206.5	0.0	
98.662437439	5.71084356308	si_iii	1206.5	0.0	
98.662437439	5.75100421906	si_iii	1206.5	0.0	
98.662437439	5.79116487503	si_iii	1206.5	0.0	
98.662437439	5.83132553101	si_iii	1206.5	0.0	
98.662437439	5.87148571014	si_iii	1206.5	0.0	
98.662437439	5.91164636612	si_iii	1206.5	0.0	
98.662437439	5.95180702209	si_iii	1206.5	0.0	
98.662437439	5.99196767807	si_iii	1206.5	0.0	
98.662437439	6.03212833405	si_iii	1206.5	0.0	
98.662437439	6.07228899002	si_iii	1206.5	0.0	
98.662437439	6.112449646	si_iii	1206.5	0.0	
98.662437439	6.15261030197	si_iii	1206.5	0.0	
98.662437439	6.19277095795	si_iii	1206.5	0.0	
98.662437439	6.23293161392	si_iii	1206.5	0.0	
98.662437439	6.2730922699	si_iii	1206.5	0.0	
98.662437439	6.31325292587	si_iii	1206.5	0.0	
98.662437439	6.35341358185	si_iii	1206.5	0.0	
98.662437439	6.39357423782	si_iii	1206.5	0.0	
98.662437439	6.4337348938	si_iii	1206.5	0.0	
98.662437439	6.47389554977	si_iii	1206.5	0.0	
98.662437439	6.51405620575	si_iii	1206.5	0.0	
98.662437439	6.55421686172	si_iii	1206.5	0.0	
98.662437439	6.5943775177	si_iii	1206.5	0.0	
98.662437439	6.63453817368	si_iii	1206.5	0.0	
98.662437439	6.67469882965	si_iii	1206.5	0.0	
98.662437439	6.71485948563	si_iii	1206.5	0.0	
98.662437439	6.7550201416	si_iii	1206.5	0.0	
98.662437439	6.79518079758	si_iii	1206.5	0.0	
98.662437439	6.83534145355	si_iii	1206.5	0.0	
98.662437439	6.87550210953	si_iii	1206.5	0.0	
98.662437439	6.9156627655	si_iii	1206.5	0.0	
98.662437439	6.95582342148	si_iii	1206.5	0.0	
98.662437439	6.99598407745	si_iii	1206.5	0.0	
98.662437439	7.03614473343	si_iii	1206.5	0.0	
98.662437439	7.0763053894	si_iii	1206.5	0.0	
98.662437439	7.11646604538	si_iii	1206.5	0.0	
98.662437439	7.15662670135	si_iii	1206.5	0.0	
